SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
eduroam,84-B2-61-08-E9-3D,802.11n/ac,-67,75,75.0,"5,240",48,224,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,26/02/2025 10:30:08,75,75,802.11d/e/i/r,No,13,2.4%,FR,,2
eduroam,84-B2-61-08-E9-32,802.11g/n,-73,60,60.0,"2,437",6,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:36:10,60,60,802.11d/e/i/r,No,1,60.0%,FR,,2
eduroam,5C-5A-C7-0C-55-E1,802.11g/n,-58,83,83.0,"2,462",11,195,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:12:38,83,83,802.11d/e/h/i/r,No,9,29.8%,FR,,1
eduroam,84-B2-61-15-03-42,802.11g/n,-76,50,50.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:32:19,50,50,802.11d/e/i/r,No,3,28.2%,FR,,5
OPPO A9 2020,9E-16-4B-28-28-A1,802.11g/n/ac,-87,22,22.0,"2,437",6,173,13,,,,WPA2-PSK,CCMP,390 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,02/02/2025 20:18:25,22,22,802.11i/y,No,,,,,
UTT,E4-AA-5D-3E-CE-E1,802.11g/n,-89,18,18.0,"2,412",1,167,16,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:32:55,18,18,802.11d/e,No,3,34.9%,FR,,4
UTT,84-B2-61-08-E9-31,802.11g/n,-73,60,60.0,"2,437",6,158,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:36:10,60,60,802.11d/e,No,1,60.0%,FR,,2
UTT,5C-5A-C7-0C-55-E0,802.11g/n,-58,83,83.0,"2,462",11,154,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:12:38,83,83,802.11d/e/h,No,9,29.8%,FR,,1
UTT,5C-5A-C7-0C-55-EF,802.11n/ac,-60,82,82.0,"5,320",64,228,17,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:12:47,82,82,802.11d/e/h,No,9,3.9%,FR,,1
UTT,E4-AA-5D-3E-E7-50,802.11g/n,-89,18,18.0,"2,412",1,158,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:43:00,18,18,802.11d/e,No,5,48.6%,FR,,3
UTT,84-B2-61-15-03-41,802.11g/n,-76,50,50.0,"2,412",1,164,16,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:32:19,50,50,802.11d/e,No,3,28.2%,FR,,5
UTT,84-B2-61-08-E9-3E,802.11n/ac,-67,75,75.0,"5,240",48,183,16,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,26/02/2025 10:30:08,75,75,802.11d/e,No,13,2.4%,FR,,2
UTTetudiants,E4-AA-5D-3E-E7-52,802.11g/n,-88,20,20.0,"2,412",1,204,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:43:00,20,20,802.11d/e/i/r,No,5,48.6%,FR,,3
UTTetudiants,84-B2-61-08-E9-37,802.11n/ac,-74,57,66.0,"2,437",6,230,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,2,18/07/2023 09:36:10,57,75,802.11d/e/i/r,No,13,2.4%,FR,,2
UTTetudiants,84-B2-61-15-03-47,802.11g/n,-76,50,50.0,"2,412",1,210,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:32:19,50,50,802.11d/e/i/r,No,3,28.2%,FR,,5
UTTetudiants,E4-AA-5D-3E-CE-E7,802.11g/n,-90,16,16.0,"2,412",1,213,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:32:55,16,16,802.11d/e/i/r,No,3,34.9%,FR,,4
UTTetudiants,5C-5A-C7-0C-55-ED,802.11n/ac,-54,85,85.0,"5,320",64,274,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:12:47,85,85,802.11d/e/h/i/r,Yes,9,3.9%,FR,,1
UTTetudiants,5C-5A-C7-0C-55-E2,802.11g/n,-59,83,83.0,"2,462",11,200,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:12:38,83,83,802.11d/e/h/i/r,No,9,29.8%,FR,,1
UTTpersonnels,84-B2-61-08-E9-38,802.11n/ac,-74,57,64.5,"2,437",6,229,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,2,18/07/2023 09:36:10,57,72,802.11d/e/i/r,No,13,2.4%,FR,,2
UTTpersonnels,E4-AA-5D-3E-E7-53,802.11g/n,-87,22,22.0,"2,412",1,205,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:43:00,22,22,802.11d/e/i/r,No,4,48.6%,FR,,3
UTTpersonnels,E4-AA-5D-3E-CE-E8,802.11g/n,-88,20,20.0,"2,412",1,211,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:32:55,20,20,802.11d/e/i/r,No,2,54.9%,FR,,4
UTTpersonnels,5C-5A-C7-0C-55-E3,802.11g/n,-58,83,83.0,"2,462",11,201,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:12:38,83,83,802.11d/e/h/i/r,No,9,29.8%,FR,,1
UTTpersonnels,5C-5A-C7-0C-55-EC,802.11n/ac,-61,82,82.0,"5,320",64,275,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:12:47,82,82,802.11d/e/h/i/r,No,9,3.9%,FR,,1
UTTpersonnels,84-B2-61-15-03-48,802.11g/n,-75,53,53.0,"2,412",1,211,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 11:53:22,14/03/2025 11:53:22,1,18/07/2023 09:32:19,53,53,802.11d/e/i/r,No,3,28.2%,FR,,5
