SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
eduroam,84-B2-61-15-03-42,802.11g/n,-80,38,38.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:19,38,38,802.11d/e/i/r,No,4,32.9%,FR,,3
eduroam,84-B2-61-08-E9-32,802.11g/n,-67,75,75.0,"2,437",6,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:36:10,75,75,802.11d/e/i/r,No,1,58.0%,FR,,2
eduroam,84-B2-61-08-E9-3D,802.11n/ac,-62,81,81.0,"5,240",48,224,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,26/02/2025 10:30:08,81,81,802.11d/e/i/r,No,26,3.9%,FR,,2
eduroam,5C-5A-C7-0C-55-EE,802.11n/ac,-59,83,83.0,"5,200",40,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:47,83,83,802.11d/e/h/i/r,No,10,18.8%,FR,,5
Patati patata,AE-2A-1E-4E-41-6D,802.11g/n,-92,13,13.0,"2,437",6,213,16,,,,WPA2-PSK,CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,,13,13,802.11d/h/i,No,,,FR,,
UTT,5C-5A-C7-0C-55-E0,802.11g/n,-58,83,83.0,"2,462",11,154,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:38,83,83,802.11d/e/h,No,7,42.0%,FR,,5
UTT,84-B2-61-08-E9-31,802.11g/n,-68,72,72.0,"2,437",6,158,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:36:10,72,72,802.11d/e,No,1,58.0%,FR,,2
UTT,E4-AA-5D-3E-E7-50,802.11g/n,-81,35,35.0,"2,412",1,167,16,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:43:00,35,35,802.11d/e,No,5,72.2%,FR,,1
UTT,84-B2-61-08-E9-3E,802.11n/ac,-61,82,82.0,"5,240",48,192,17,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,26/02/2025 10:30:08,82,82,802.11d/e,No,26,3.9%,FR,,2
UTT,84-B2-61-15-03-41,802.11g/n,-79,40,40.0,"2,412",1,158,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:19,40,40,802.11d/e,No,4,32.9%,FR,,3
UTT,5C-5A-C7-0C-55-EF,802.11n/ac,-59,83,83.0,"5,200",40,228,17,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:47,83,83,802.11d/e/h,No,10,18.8%,FR,,5
UTTetudiants,5C-5A-C7-0C-55-E2,802.11g/n,-57,84,84.0,"2,462",11,200,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:38,84,84,802.11d/e/h/i/r,No,7,42.0%,FR,,5
UTTetudiants,5C-5A-C7-0C-55-ED,802.11n/ac,-58,83,83.0,"5,200",40,280,20,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:47,83,83,802.11d/e/h/i/r,No,10,18.8%,FR,,5
UTTetudiants,84-B2-61-08-E9-37,802.11n/ac,-67,75,80.0,"2,437",6,230,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,2,18/07/2023 09:36:10,75,85,802.11d/e/i/r,No,26,4.3%,FR,,2
UTTetudiants,84-B2-61-15-03-47,802.11g/n,-79,40,40.0,"2,412",1,210,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:19,40,40,802.11d/e/i/r,No,4,32.9%,FR,,3
UTTetudiants,E4-AA-5D-3E-E7-52,802.11g/n,-80,38,38.0,"2,412",1,210,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:43:00,38,38,802.11d/e/i/r,No,5,82.4%,FR,,1
UTTpersonnels,84-B2-61-08-E9-38,802.11n/ac,-67,75,80.0,"2,437",6,238,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,2,18/07/2023 09:36:10,75,85,802.11d/e/i/r,Yes,26,3.1%,FR,,2
UTTpersonnels,E4-AA-5D-3E-E7-53,802.11g/n,-83,31,31.0,"2,412",1,214,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:43:00,31,31,802.11d/e/i/r,No,5,72.2%,FR,,1
UTTpersonnels,E4-AA-5D-3E-CE-E8,802.11g/n,-86,24,24.0,"2,412",1,211,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:55,24,24,802.11d/e/i/r,No,2,44.7%,FR,,4
UTTpersonnels,5C-5A-C7-0C-55-EC,802.11n/ac,-58,83,83.0,"5,200",40,281,20,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:47,83,83,802.11d/e/h/i/r,No,10,18.8%,FR,,5
UTTpersonnels,5C-5A-C7-0C-55-E3,802.11g/n,-57,84,84.0,"2,462",11,201,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:38,84,84,802.11d/e/h/i/r,No,7,42.0%,FR,,5
UTTpersonnels,84-B2-61-15-03-48,802.11g/n,-83,31,31.0,"2,412",1,214,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:19,31,31,802.11d/e/i/r,No,4,43.1%,FR,,3
UTTpersonnels,E4-AA-5D-3E-E7-5C,802.11n/ac,-83,31,31.0,"5,200",40,251,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,12/03/2025 08:12:21,31,31,802.11d/e/i/r,No,101,25.9%,FR,,1
